time,temperature,precipitation,wind-speed
0.0,14.0,0.0,2.0
3.0,14.0,0.0,4.0
6.0,14.0,0.0,4.0
9.0,16.0,0.0,7.0
12.0,20.0,0.0,8.0
15.0,21.0,0.0,8.0
18.0,20.0,0.0,7.0
21.0,16.0,0.0,3.0
