time,temperature,precipitation,wind-speed
0.0,16.0,0.0,1.0
3.0,14.0,0.0,1.0
6.0,14.0,0.0,1.0
9.0,20.0,0.3,4.0
12.0,23.0,0.3,4.0
15.0,23.0,0.0,4.0
18.0,22.0,0.8,4.0
21.0,18.0,0.4,2.0
