time,temperature,precipitation,wind-speed
0.0,14.0,1.0,5.0
3.0,13.0,0.0,5.0
6.0,14.0,0.0,5.0
9.0,15.0,0.0,7.0
12.0,17.0,0.0,8.0
15.0,18.0,0.0,7.0
18.0,18.0,0.2,4.0
21.0,16.0,0.0,3.0
