time,temperature,precipitation,wind-speed
0.0,17.0,2.6,4.0
3.0,16.0,0.4,5.0
6.0,16.0,0.0,5.0
9.0,17.0,0.7,9.0
12.0,19.0,0.6,11.0
15.0,19.0,0.5,11.0
18.0,18.0,1.3,11.0
21.0,15.0,0.3,9.0
