time,temperature,precipitation,wind-speed
0.0,14.0,0.3,1.0
3.0,12.0,0.0,3.0
6.0,12.0,0.0,3.0
9.0,17.0,0.0,5.0
12.0,20.0,0.0,6.0
15.0,21.0,0.0,7.0
18.0,21.0,0.0,6.0
21.0,16.0,0.0,3.0
