time,temperature,precipitation,wind-speed
0.0,13.0,0.0,2.0
3.0,13.0,0.0,4.0
6.0,13.0,0.0,4.0
9.0,16.0,0.4,7.0
12.0,18.0,0.9,9.0
15.0,18.0,0.7,10.0
18.0,18.0,0.6,9.0
21.0,15.0,0.0,5.0
