time,temperature,precipitation,wind-speed
0.0,17.0,0.0,0.0
3.0,17.0,0.0,0.0
6.0,17.0,0.0,0.0
9.0,20.0,0.0,0.0
12.0,22.0,0.9,0.0
15.0,24.0,1.0,0.0
18.0,22.0,2.0,6.0
21.0,17.0,0.0,5.0
