time,temperature,precipitation,wind-speed
0.0,15.0,0.0,1.0
3.0,13.0,0.0,1.0
6.0,13.0,0.0,2.0
9.0,20.0,0.0,3.0
12.0,23.0,0.0,5.0
15.0,24.0,0.0,5.0
18.0,23.0,0.0,5.0
21.0,19.0,0.0,5.0
