time,temperature,precipitation,wind-speed
0.0,15.0,0.0,3.0
1.0,15.0,0.0,3.0
2.0,14.0,0.0,3.0
3.0,14.0,0.0,3.0
4.0,14.0,0.0,3.0
5.0,14.0,0.0,3.0
6.0,14.0,0.0,4.0
7.0,15.0,0.1,4.0
8.0,16.0,0.1,4.0
9.0,17.0,0.1,5.0
10.0,18.0,0.0,5.0
11.0,19.0,0.0,5.0
12.0,20.0,0.0,5.0
13.0,19.0,0.0,5.0
14.0,19.0,0.0,5.0
15.0,19.0,0.0,6.0
16.0,19.0,0.1,5.0
17.0,19.0,0.1,5.0
18.0,19.0,0.1,4.0
19.0,19.0,0.1,4.0
20.0,18.0,0.1,3.0
21.0,17.0,0.1,3.0
22.0,17.0,0.0,3.0
23.0,16.0,0.0,3.0
