time,temperature,precipitation,wind-speed
15.0,22.0,0.0,4.0
16.0,21.0,0.0,4.0
17.0,22.0,0.0,3.0
18.0,22.0,0.0,3.0
19.0,22.0,0.0,3.0
20.0,20.0,0.0,3.0
21.0,19.0,0.0,2.0
22.0,18.0,0.0,2.0
23.0,17.0,0.0,2.0
