time,temperature,precipitation,wind-speed
0.0,16.0,0.0,2.0
1.0,15.0,0.0,2.0
2.0,15.0,0.0,2.0
3.0,14.0,0.0,2.0
4.0,14.0,0.0,2.0
5.0,14.0,0.0,2.0
6.0,15.0,0.0,2.0
7.0,16.0,0.0,2.0
8.0,17.0,0.0,2.0
9.0,19.0,0.0,2.0
10.0,20.0,0.0,3.0
11.0,21.0,0.0,3.0
12.0,22.0,0.0,4.0
13.0,22.0,0.0,4.0
14.0,22.0,0.0,4.0
15.0,22.0,0.0,5.0
16.0,22.0,0.0,4.0
17.0,22.0,0.0,4.0
18.0,22.0,0.0,3.0
19.0,21.0,0.0,3.0
20.0,20.0,0.0,2.0
21.0,19.0,0.0,2.0
22.0,18.0,0.0,2.0
23.0,17.0,0.0,2.0
