time,temperature,precipitation,wind-speed
12.0,19.0,0.0,4.0
13.0,20.0,0.0,4.0
14.0,21.0,0.0,4.0
15.0,21.0,0.1,4.0
16.0,21.0,0.8,4.0
17.0,21.0,0.2,4.0
18.0,22.0,0.1,3.0
19.0,22.0,0.0,3.0
20.0,20.0,0.0,3.0
21.0,18.0,0.0,2.0
22.0,18.0,0.0,2.0
23.0,17.0,0.0,2.0
