time,temperature,precipitation,wind-speed
0.0,17.0,0.0,3.0
1.0,16.0,0.0,3.0
2.0,16.0,0.0,3.0
3.0,15.0,0.0,3.0
4.0,15.0,0.3,4.0
5.0,14.0,0.3,4.0
6.0,14.0,0.3,4.0
7.0,15.0,0.3,5.0
8.0,16.0,0.3,5.0
9.0,17.0,0.3,6.0
10.0,18.0,0.1,6.0
11.0,19.0,0.1,6.0
12.0,20.0,0.1,7.0
13.0,21.0,0.1,7.0
14.0,21.0,0.1,7.0
15.0,21.0,0.1,7.0
16.0,21.0,0.0,7.0
17.0,21.0,0.0,6.0
18.0,21.0,0.0,6.0
19.0,20.0,0.0,5.0
20.0,19.0,0.0,5.0
21.0,18.0,0.0,4.0
22.0,18.0,0.0,4.0
23.0,17.0,0.0,4.0
